2021-09-14 18:38:07,305 INFO    MainThread:112228 [wandb_setup.py:_flush():70] setting env: {}
2021-09-14 18:38:07,306 INFO    MainThread:112228 [wandb_setup.py:_flush():70] multiprocessing start_methods=fork,spawn,forkserver
2021-09-14 18:38:07,306 INFO    MainThread:112228 [wandb_setup.py:_flush():70] setting login settings: {}
2021-09-14 18:38:07,306 INFO    MainThread:112228 [wandb_init.py:_log_setup():303] Logging user logs to /home/sebastian/Documents/MBPO/MBPO/wandb/run-20210914_183807-2x6d51og/logs/debug.log
2021-09-14 18:38:07,306 INFO    MainThread:112228 [wandb_init.py:_log_setup():304] Logging internal logs to /home/sebastian/Documents/MBPO/MBPO/wandb/run-20210914_183807-2x6d51og/logs/debug-internal.log
2021-09-14 18:38:08,380 INFO    MainThread:112228 [wandb_run.py:_console_start():1218] atexit reg
2021-09-14 18:38:08,381 INFO    MainThread:112228 [wandb_run.py:_redirect():1085] redirect: SettingsConsole.REDIRECT
2021-09-14 18:38:08,381 INFO    MainThread:112228 [wandb_run.py:_redirect():1088] Redirecting console.
2021-09-14 18:38:08,381 INFO    MainThread:112228 [redirect.py:install():204] install start
2021-09-14 18:38:08,382 INFO    MainThread:112228 [redirect.py:install():219] install stop
2021-09-14 18:38:08,382 INFO    MainThread:112228 [redirect.py:install():204] install start
2021-09-14 18:38:08,382 INFO    MainThread:112228 [redirect.py:install():219] install stop
2021-09-14 18:38:08,383 INFO    MainThread:112228 [wandb_run.py:_redirect():1132] Redirects installed.
2021-09-14 18:38:12,879 INFO    MainThread:112228 [wandb_watch.py:watch():35] Watching
2021-09-14 18:38:13,689 INFO    MainThread:112228 [wandb_run.py:finish():912] finishing run sebastian-dittert/MBPO/2x6d51og
